keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop,company,date
http://t.co/1aj7juOpi8,LINK,0,2114,214,1449,RT for a chance to win this watch. NoPurchNec http://t.co/RWY8EhTIfE #AmazonGiveaway Rules: https://t.co/HxuKy8s9Ry http://t.co/1aj7juOpi8,2114,214,1449,Amazon,6/4/2015
@DestinyTheGame,USERNAME,0.441551745,2096,245,1448,RT amazongames: Follow &amp; RT for a chance to win DestinyTheGame for #PS4 or #XboxOne. #AmazonGiveaway http://t.co/PeYZv790VS http://t.co/e�,2096,245,1448,Amazon,11/4/2015
@CallofDuty,USERNAME,0.220775872,2087,236,1439,RT amazongames: Follow &amp; RT for a chance to win CallofDuty #AdvancedWarfare for #XboxOne or #PS4. http://t.co/NcLtGBoVUr http://t.co/6FMR�,2087,236,1439,Amazon,27/05/2015
#AdvancedWarfare,HASHTAG,0.220775872,2087,236,1439,RT amazongames: Follow &amp; RT for a chance to win CallofDuty #AdvancedWarfare for #XboxOne or #PS4. http://t.co/NcLtGBoVUr http://t.co/6FMR�,2087,236,1439,Amazon,19/01/2015
#Fallout4,HASHTAG,0,1514,1277,1426,RT amazongames: Here it is: The #Fallout4 Pip-Boy Edition coming 11/10/15 for $119.99. PS4 link: http://t.co/eWsI65JvaI http://t.co/V3Wd�,947,720,867,Amazon,17/06/2015
#MachoMan,HASHTAG,0.441551745,1975,399,1423,RT amazon_movies: Followers who RT have a shot 2 win this http://t.co/tTepUyqlg5 NoPurchNec http://t.co/8JglzS8hsq #giveaway #MachoMan htt�,1975,399,1423,Amazon,27/11/2014
http://t.co/8JglzS8hsq,LINK,0,1975,399,1423,RT amazon_movies: Followers who RT have a shot 2 win this http://t.co/tTepUyqlg5 NoPurchNec http://t.co/8JglzS8hsq #giveaway #MachoMan htt�,1975,399,1423,Amazon,3/3/2015
http://t.co/tTepUyqlg5,LINK,0,1975,399,1423,RT amazon_movies: Followers who RT have a shot 2 win this http://t.co/tTepUyqlg5 NoPurchNec http://t.co/8JglzS8hsq #giveaway #MachoMan htt�,1975,399,1423,Amazon,3/12/2014
@DisneyInfinity,USERNAME,0.420775876,2028,283,1417,RT amazongames: Follow &amp; RT for a chance to win one of eight DisneyInfinity Starter Packs. #AmazonGiveaway http://t.co/ji5FECrL35 http://�,2002,257,1391,Amazon,31/03/2015
http://t.co/D1vX1QNVgQ,LINK,0,2050,236,1415,Follow Amazon and RT for a chance to win http://t.co/D1vX1QNVgQ #AmazonSweeps Rules: https://t.co/7rHQyN9NpF http://t.co/ehstraxFhM,2050,236,1415,Amazon,22/06/2015
https://t.co/7rHQyN9NpF,LINK,0,2050,236,1415,Follow Amazon and RT for a chance to win http://t.co/D1vX1QNVgQ #AmazonSweeps Rules: https://t.co/7rHQyN9NpF http://t.co/ehstraxFhM,2050,236,1415,Amazon,22/01/2015
http://t.co/ehstraxFhM,LINK,0,2050,236,1415,Follow Amazon and RT for a chance to win http://t.co/D1vX1QNVgQ #AmazonSweeps Rules: https://t.co/7rHQyN9NpF http://t.co/ehstraxFhM,2050,236,1415,Amazon,28/05/2015
http://t.co/ji5FECrL35,LINK,0,2002,257,1391,RT amazongames: Follow &amp; RT for a chance to win one of eight DisneyInfinity Starter Packs. #AmazonGiveaway http://t.co/ji5FECrL35 http://�,2002,257,1391,Amazon,24/04/2015
http://t.co/w7cSOhvNcK,LINK,0,1983,206,1361,Follow Amazon and Retweet for a chance to win http://t.co/GlmsyBtzNK #AmazonSweeps Rules https://t.co/8F2M9LyT8e http://t.co/w7cSOhvNcK,1983,206,1361,Amazon,9/4/2015
http://t.co/GlmsyBtzNK,LINK,0,1983,206,1361,Follow Amazon and Retweet for a chance to win http://t.co/GlmsyBtzNK #AmazonSweeps Rules https://t.co/8F2M9LyT8e http://t.co/w7cSOhvNcK,1983,206,1361,Amazon,20/01/2015
Celebrate,OTHER,0.045954238,1380,1285,1340,RT AmazonKindle: Celebrate National Reading Month with $20 off Kindle: http://t.co/EHCZvRvXSB  Limited-time only. http://t.co/0wUOb9YqgG,486,372,446,Amazon,25/03/2015
#AmazonReviews,HASHTAG,0,1262,1384,1300,Crystal Ballpoint Pen� #AmazonReviews http://t.co/LQhgkWcGZJ,429,387,414,Amazon,15/12/2014
raptor,OTHER,0.128333338,969,1909,1295,A raptor is on the loose in one of our fulfillment centers.... http://t.co/a44d46q6RP,278,596,389,Amazon,3/3/2015
https://t.co/DdTHpMZwOl,LINK,0,1856,215,1281,RT for a chance to win from Rem4Men https://t.co/sFDxVarIIl NoPurchNec #AmazonGiveaway Rules https://t.co/DdTHpMZwOl http://t.co/mFctZWooW3,1158,128,797,Amazon,16/12/2014
http://t.co/iDSQiefFYY,LINK,0,1862,201,1280,Follow Amazon and RT for a chance to win http://t.co/iVpq1a6RUv #AmazonSweeps Rules https://t.co/fNiIGz8FhU http://t.co/iDSQiefFYY,1862,201,1280,Amazon,8/5/2015
http://t.co/iVpq1a6RUv,LINK,0,1862,201,1280,Follow Amazon and RT for a chance to win http://t.co/iVpq1a6RUv #AmazonSweeps Rules https://t.co/fNiIGz8FhU http://t.co/iDSQiefFYY,1862,201,1280,Amazon,7/12/2014
https://t.co/fNiIGz8FhU,LINK,0,1862,201,1280,Follow Amazon and RT for a chance to win http://t.co/iVpq1a6RUv #AmazonSweeps Rules https://t.co/fNiIGz8FhU http://t.co/iDSQiefFYY,1862,201,1280,Amazon,16/12/2014
https://t.co/34k8zwb4eU,LINK,0,1828,219,1264,Follow Amazon and RT for a chance to win http://t.co/MsRLWzE1zl Rules https://t.co/34k8zwb4eU #AmazonSweeps http://t.co/qLhBJCG4G4,1828,219,1264,Amazon,25/03/2015
http://t.co/MsRLWzE1zl,LINK,0,1828,219,1264,Follow Amazon and RT for a chance to win http://t.co/MsRLWzE1zl Rules https://t.co/34k8zwb4eU #AmazonSweeps http://t.co/qLhBJCG4G4,1828,219,1264,Amazon,13/04/2015
http://t.co/qLhBJCG4G4,LINK,0,1828,219,1264,Follow Amazon and RT for a chance to win http://t.co/MsRLWzE1zl Rules https://t.co/34k8zwb4eU #AmazonSweeps http://t.co/qLhBJCG4G4,1828,219,1264,Amazon,4/5/2015
http://t.co/uAVfkKwJLm,LINK,0,1832,196,1259,RT amazon_movies: Followers who RT have a shot 2 win this http://t.co/uAVfkKwJLm NoPurchNec http://t.co/5oqmCModom #giveaway http://t.co/a�,1832,196,1259,Amazon,21/03/2015
http://t.co/5oqmCModom,LINK,0,1832,196,1259,RT amazon_movies: Followers who RT have a shot 2 win this http://t.co/uAVfkKwJLm NoPurchNec http://t.co/5oqmCModom #giveaway http://t.co/a�,1832,196,1259,Amazon,14/03/2015
@transparent_tv,USERNAME,0,1305,1166,1254,RT transparent_tv: This Saturday all Episodes of #Transparent will be available FREE for 24 hours only! Let the countdown begin! http://t�,792,389,650,Amazon,6/4/2015
Hewlett-Packard,OTHER,0.441551745,1779,228,1236,RT Amazon3PSellers: RT + Follow for a chance to win a HP Monitor from TigerDirect! NoPurchNec #AmazonSweeps Rules http://t.co/mA6FYiyCSp �,1766,209,1221,Amazon,18/06/2015
@GreenPaxx,USERNAME,0.001226533,1707,342,1226,RT for a chance to win this GreenPaxx prize pack http://t.co/4oRNFtrqGn Rules https://t.co/m8jxuWB2Ll #AmazonSweeps http://t.co/KATIVkPjnK,747,119,527,Amazon,20/01/2015
https://t.co/UnBDUGqhBV,LINK,0,1763,227,1225,Follow Amazon and RT for a chance to win http://t.co/OggEKfeK9f Rules https://t.co/UnBDUGqhBV #AmazonSweeps http://t.co/MaL6F9Bxjn,1763,227,1225,Amazon,9/6/2015
http://t.co/MaL6F9Bxjn,LINK,0,1763,227,1225,Follow Amazon and RT for a chance to win http://t.co/OggEKfeK9f Rules https://t.co/UnBDUGqhBV #AmazonSweeps http://t.co/MaL6F9Bxjn,1763,227,1225,Amazon,23/12/2014
http://t.co/9nWbOcq9C1,LINK,0,1797,165,1225,Follow Amazon and Retweet for a chance to win http://t.co/juw29kskQl #AmazonSweeps Rules https://t.co/8F2M9LyT8e http://t.co/9nWbOcq9C1,1797,165,1225,Amazon,28/05/2015
http://t.co/juw29kskQl,LINK,0,1797,165,1225,Follow Amazon and Retweet for a chance to win http://t.co/juw29kskQl #AmazonSweeps Rules https://t.co/8F2M9LyT8e http://t.co/9nWbOcq9C1,1797,165,1225,Amazon,4/12/2014
http://t.co/OggEKfeK9f,LINK,0,1763,227,1225,Follow Amazon and RT for a chance to win http://t.co/OggEKfeK9f Rules https://t.co/UnBDUGqhBV #AmazonSweeps http://t.co/MaL6F9Bxjn,1763,227,1225,Amazon,23/02/2015
@TigerDirect,USERNAME,0.88310349,1766,209,1221,RT Amazon3PSellers: RT + Follow for a chance to win a HP Monitor from TigerDirect! NoPurchNec #AmazonSweeps Rules http://t.co/mA6FYiyCSp �,1766,209,1221,Amazon,29/05/2015
http://t.co/mA6FYiyCSp,LINK,0,1766,209,1221,RT Amazon3PSellers: RT + Follow for a chance to win a HP Monitor from TigerDirect! NoPurchNec #AmazonSweeps Rules http://t.co/mA6FYiyCSp �,1766,209,1221,Amazon,29/05/2015
http://t.co/ZbEPJr9LSb,LINK,0,1762,189,1211,RT amazon_movies: Followers who RT have a shot 2 win this http://t.co/ZbEPJr9LSb NoPurchNec http://t.co/vFe51zmj2M #giveaway http://t.co/U�,1762,189,1211,Amazon,17/12/2014
http://t.co/vFe51zmj2M,LINK,0,1762,189,1211,RT amazon_movies: Followers who RT have a shot 2 win this http://t.co/ZbEPJr9LSb NoPurchNec http://t.co/vFe51zmj2M #giveaway http://t.co/U�,1762,189,1211,Amazon,9/6/2015
Snickers,OTHER,-0.200422244,1054,1474,1198,#CandyBracket battle of the bars: SNICKERS VS Twix. RT to vote Snickers Fav to vote Twix. Winner goes to the semis. http://t.co/YjNIt6Yhrf,265,358,297,Amazon,6/4/2015
#BlackFriday,HASHTAG,-2.28E-07,1065,1478,1192,The iPotty. 75% off #BlackFriday Deal http://t.co/q3AxoPBjb6 http://t.co/grhuG8zmJD,244,145,209,Amazon,25/03/2015
fulfillment centers,OTHER,0.326666673,853,1740,1162,In case you missed it a velociraptor is running wild in one of our fulfillment centers and we need your help... http://t.co/8KxVwjVDJb,326,602,422,Amazon,20/03/2015
https://t.co/AFRt8Fmjr3,LINK,0,1636,245,1149,Follow Amazon and retweet for a chance to win http://t.co/fZCgXYAqTC Rules https://t.co/AFRt8Fmjr3 #AmazonSweeps http://t.co/qFPIp3nAia,1636,245,1149,Amazon,16/12/2014
http://t.co/qFPIp3nAia,LINK,0,1636,245,1149,Follow Amazon and retweet for a chance to win http://t.co/fZCgXYAqTC Rules https://t.co/AFRt8Fmjr3 #AmazonSweeps http://t.co/qFPIp3nAia,1636,245,1149,Amazon,4/4/2015
http://t.co/fZCgXYAqTC,LINK,0,1636,245,1149,Follow Amazon and retweet for a chance to win http://t.co/fZCgXYAqTC Rules https://t.co/AFRt8Fmjr3 #AmazonSweeps http://t.co/qFPIp3nAia,1636,245,1149,Amazon,15/12/2014
https://t.co/g6cLhO7tPW,LINK,0,1664,181,1144,Follow Amazon and retweet for a chance to win http://t.co/GE9TAhfRd8 Rules https://t.co/g6cLhO7tPW #AmazonSweeps http://t.co/zpAzOkJyNH,1664,181,1144,Amazon,8/5/2015
http://t.co/GE9TAhfRd8,LINK,0,1664,181,1144,Follow Amazon and retweet for a chance to win http://t.co/GE9TAhfRd8 Rules https://t.co/g6cLhO7tPW #AmazonSweeps http://t.co/zpAzOkJyNH,1664,181,1144,Amazon,28/03/2015
http://t.co/zpAzOkJyNH,LINK,0,1664,181,1144,Follow Amazon and retweet for a chance to win http://t.co/GE9TAhfRd8 Rules https://t.co/g6cLhO7tPW #AmazonSweeps http://t.co/zpAzOkJyNH,1664,181,1144,Amazon,28/11/2014
#Transparent,HASHTAG,0.041666667,1284,850,1130,RT transparent_tv: This Saturday all Episodes of #Transparent will be available FREE for 24 hours only! Let the countdown begin! http://t�,792,389,650,Amazon,12/12/2014
#GoldenGlobes,HASHTAG,0.016673611,963,1412,1118,RT transparent_tv: And the winner is...#Transparent #GoldenGlobes #Moppa jillsoloway,232,428,300,Amazon,24/06/2015
http://t.co/gF5LqOXiLr,LINK,0,1605,176,1104,RT amazon_movies: Followers who RT have a shot 2 win this http://t.co/gF5LqOXiLr NoPurchNec http://t.co/kxKBfz4b86 #giveaway http://t.co/M�,1605,176,1104,Amazon,7/4/2015
http://t.co/kxKBfz4b86,LINK,0,1605,176,1104,RT amazon_movies: Followers who RT have a shot 2 win this http://t.co/gF5LqOXiLr NoPurchNec http://t.co/kxKBfz4b86 #giveaway http://t.co/M�,1605,176,1104,Amazon,26/03/2015
http://t.co/wy3BCKyMMb,LINK,0,1578,158,1081,Follow amazon and retweet for a chance to win http://t.co/Nqk8rULbRv Rules http://t.co/iLhTpsCOr1 #AmazonSweeps http://t.co/wy3BCKyMMb,1578,158,1081,Amazon,21/03/2015
http://t.co/iLhTpsCOr1,LINK,0,1578,158,1081,Follow amazon and retweet for a chance to win http://t.co/Nqk8rULbRv Rules http://t.co/iLhTpsCOr1 #AmazonSweeps http://t.co/wy3BCKyMMb,1578,158,1081,Amazon,24/12/2014
http://t.co/Nqk8rULbRv,LINK,0,1578,158,1081,Follow amazon and retweet for a chance to win http://t.co/Nqk8rULbRv Rules http://t.co/iLhTpsCOr1 #AmazonSweeps http://t.co/wy3BCKyMMb,1578,158,1081,Amazon,22/06/2015
http://t.co/16cDbC25A2,LINK,0,1521,219,1065,RT Amazon3PSellers: RT + Follow for a chance to win this bundle from jackeryinc! NoPurchNec #AmazonSweeps Rules: http://t.co/16cDbC25A2 h�,1521,219,1065,Amazon,16/12/2014
http://t.co/R334k9RBQI,LINK,0,1518,210,1060,RT Amazon3PSellers: RT + Follow for a chance to win this AnkerOfficial Charger! NoPurchNec #AmazonGiveaway Rules: http://t.co/R334k9RBQI �,1518,210,1060,Amazon,26/01/2015
#MinionsBoxes,HASHTAG,2.38E-12,568,1955,1042,What's cute yellow and could be landing on your doorstep soon? #MinionsBoxes http://t.co/rvWPNHU2NJhttps://t.co/IOMPvgb2iL,142,204,163,Amazon,27/05/2015
http://t.co/ciOa40KCWA,LINK,0,1498,193,1041,RT Amazon3PSellers: RT + Follow for a chance to win an AnkerOfficial Mini Charger NoPurchNec #AmazonSweeps Rules http://t.co/ciOa40KCWA h�,1498,193,1041,Amazon,21/12/2014
http://t.co/uJEcAHgEGg,LINK,0,1488,204,1038,RT Amazon3PSellers: Follow+RT for a chance to win a Refurbished Acer Tablethttp://t.co/uJEcAHgEGghttp://t.co/MLGJEJZWPD#AmazonSweeps ht�,1488,204,1038,Amazon,16/12/2014
Refurbished Acer Tablet   http://t.co/uJEcAHgEGg   http://t.co/MLGJEJZWPD,OTHER,0.14718391,1488,204,1038,RT Amazon3PSellers: Follow+RT for a chance to win a Refurbished Acer Tablethttp://t.co/uJEcAHgEGghttp://t.co/MLGJEJZWPD#AmazonSweeps ht�,1488,204,1038,Amazon,15/06/2015
http://t.co/MLGJEJZWPD,LINK,0,1488,204,1038,RT Amazon3PSellers: Follow+RT for a chance to win a Refurbished Acer Tablethttp://t.co/uJEcAHgEGghttp://t.co/MLGJEJZWPD#AmazonSweeps ht�,1488,204,1038,Amazon,6/12/2014
http://t.co/1Hl8MUoHKK,LINK,0,1501,160,1031,Follow Amazon and retweet for a chance to win http://t.co/1Hl8MUoHKK Rules https://t.co/iu7s1uOr8M #AmazonSweeps http://t.co/2Nirrf3f24,1501,160,1031,Amazon,25/03/2015
http://t.co/2Nirrf3f24,LINK,0,1501,160,1031,Follow Amazon and retweet for a chance to win http://t.co/1Hl8MUoHKK Rules https://t.co/iu7s1uOr8M #AmazonSweeps http://t.co/2Nirrf3f24,1501,160,1031,Amazon,7/4/2015
https://t.co/iu7s1uOr8M,LINK,0,1501,160,1031,Follow Amazon and retweet for a chance to win http://t.co/1Hl8MUoHKK Rules https://t.co/iu7s1uOr8M #AmazonSweeps http://t.co/2Nirrf3f24,1501,160,1031,Amazon,4/2/2015
#CyberMonday,HASHTAG,1.37E-40,893,1296,1019,#CyberMonday Lightning Deal: 75% off 5 Port USB Charger http://t.co/WYBp8qYdBV http://t.co/BxHruKGq2A,55,78,63,Amazon,20/02/2015
http://t.co/E4vGPffQY4,LINK,0,1468,183,1018,Follow Amazon and retweet for a chance to win http://t.co/CV61ogvbnn Rules https://t.co/2ZRIyxvqTW #AmazonSweeps http://t.co/E4vGPffQY4,1468,183,1018,Amazon,1/12/2014
http://t.co/CV61ogvbnn,LINK,0,1468,183,1018,Follow Amazon and retweet for a chance to win http://t.co/CV61ogvbnn Rules https://t.co/2ZRIyxvqTW #AmazonSweeps http://t.co/E4vGPffQY4,1468,183,1018,Amazon,4/12/2014
https://t.co/2ZRIyxvqTW,LINK,0,1468,183,1018,Follow Amazon and retweet for a chance to win http://t.co/CV61ogvbnn Rules https://t.co/2ZRIyxvqTW #AmazonSweeps http://t.co/E4vGPffQY4,1468,183,1018,Amazon,26/03/2015
10/15/2011,OTHER,0,1087,865,1008,RT amazongames: Here it is: The #Fallout4 Pip-Boy Edition coming 11/10/15 for $119.99. PS4 link: http://t.co/eWsI65JvaI http://t.co/V3Wd�,947,720,867,Amazon,14/01/2015
http://t.co/jf5ERUAUUf,LINK,0,1144,737,1001,In case you ever need to pump deflated footballs http://t.co/jf5ERUAUUf http://t.co/XYyEI9LpXm,1144,737,1001,Amazon,22/06/2015
http://t.co/XYyEI9LpXm,LINK,0,1144,737,1001,In case you ever need to pump deflated footballs http://t.co/jf5ERUAUUf http://t.co/XYyEI9LpXm,1144,737,1001,Amazon,1/6/2015
deflated footballs,OTHER,0,1144,737,1001,In case you ever need to pump deflated footballs http://t.co/jf5ERUAUUf http://t.co/XYyEI9LpXm,1144,737,1001,Amazon,8/4/2015
http://t.co/wXwsFw9gEG,LINK,0,1453,160,1000,RT Amazon3PSellers: RT + Follow for a chance to win this AnkerOfficial Charger! NoPurchNec #AmazonGiveaway Rules: http://t.co/wXwsFw9gEG �,1453,160,1000,Amazon,4/6/2015
save,OTHER,0.011374835,883,1250,995,RT Kim_BKLYN: Hot tip: do you have Amazon Prime? Use it to send flowers and save on shipping. #amazon,38,137,72,Amazon,17/06/2015
http://t.co/mavct6AFis,LINK,0,1424,185,990,Follow amazon and retweet for a chance to win http://t.co/b5vtgT1sIJ  Rules http://t.co/EAchj6TJnN #AmazonSweeps http://t.co/mavct6AFis,1424,185,990,Amazon,20/01/2015
http://t.co/b5vtgT1sIJ,LINK,0,1424,185,990,Follow amazon and retweet for a chance to win http://t.co/b5vtgT1sIJ  Rules http://t.co/EAchj6TJnN #AmazonSweeps http://t.co/mavct6AFis,1424,185,990,Amazon,19/06/2015
@SNICKERS,USERNAME,0.153679604,1005,957,985,#CandyBracket battle of the bars: SNICKERS VS Twix. RT to vote Snickers Fav to vote Twix. Winner goes to the semis. http://t.co/YjNIt6Yhrf,265,358,297,Amazon,19/02/2015
http://t.co/CYYxwXSEcx,LINK,0,1407,182,978,RT Amazon3PSellers: RT + Follow for a chance to win these Jarv Wireless Earbuds NoPurchNec #AmazonSweeps Rules: http://t.co/CYYxwXSEcx htt�,1407,182,978,Amazon,12/1/2015
http://t.co/lWmvEGXWSV,LINK,0,1407,170,974,RT Amazon3PSellers: RT + Follow for a chance to win jackeryinc bundle number two! NoPurchNec #AmazonSweeps Rules: http://t.co/lWmvEGXWSV �,1407,170,974,Amazon,5/4/2015
bundle number,OTHER,0.662327647,1407,170,974,RT Amazon3PSellers: RT + Follow for a chance to win jackeryinc bundle number two! NoPurchNec #AmazonSweeps Rules: http://t.co/lWmvEGXWSV �,1407,170,974,Amazon,1/6/2015
http://t.co/gcgz8QJzx9,LINK,0,1400,173,970,RT amazon_movies: Followers who RT have a shot 2 win this http://t.co/gcgz8QJzx9 NoPurchNec http://t.co/NSYlpWJgT4 #giveaway http://t.co/A�,1400,173,970,Amazon,14/01/2015
http://t.co/NSYlpWJgT4,LINK,0,1400,173,970,RT amazon_movies: Followers who RT have a shot 2 win this http://t.co/gcgz8QJzx9 NoPurchNec http://t.co/NSYlpWJgT4 #giveaway http://t.co/A�,1400,173,970,Amazon,7/4/2015
Last chance,OTHER,0.137500006,916,1060,964,Last chance to cast your vote for this semi-final #CandyBracket match. RT for Twix Favorite for 3 Musketeers http://t.co/gZrVEDyTzV,296,215,267,Amazon,19/05/2015
